,Title,Published_date,Views,Likes,Comments
277,Awesome .new Domains 🔥,2022-10-05T06:30:29Z,77949,8275,59
278,"₹8,00,000 from GTA 5 🤯",2022-10-04T07:36:47Z,387171,32358,136
279,Introduction to Promises | JavaScript Tutorial in Hindi #54,2022-10-04T05:49:00Z,127379,3460,200
280,Callback Hell & Pyramid of Doom | JavaScript Tutorial in Hindi #53,2022-10-02T11:30:11Z,76619,2474,184
281,Python Heart 💘,2022-10-02T06:32:22Z,203148,18507,148
282,Introduction to Callbacks | JavaScript Tutorial in Hindi #52,2022-10-01T15:15:28Z,138007,3620,387
283,How to Create a Beautiful Website in 5 - 10 Minutes 🔥,2022-09-28T11:30:04Z,55548,2364,262
284,Coding AI for Phones 📳,2022-09-27T06:41:08Z,121132,12695,136
285,Which Monitor to buy in 2022? (Shortlisted Models),2022-09-25T15:50:17Z,23043,682,172
286,"20K, 30K and 50K PC Builds for Coders (2022 Edition) 🔥",2022-09-25T15:02:41Z,57656,2353,219
287,How much primary storage SSD do you need?,2022-09-25T13:24:44Z,96403,4033,423
288,Which Apple MacBook to Buy? (No Mistakes) 💻,2022-09-25T06:15:50Z,141220,3871,441
289,Dont Buy these Laptops 🚫,2022-09-24T05:17:33Z,313205,12161,1057
290,PC Build Or Low Budget Laptop (Final Verdict),2022-09-23T13:24:11Z,56422,2981,363
291,Tricks to Search for good Laptop Models Yourself (Tutorial),2022-09-23T05:30:13Z,204889,7858,623
292,Killer Laptop Deals - Laptop Models to Buy on Big Billion Days 2022,2022-09-22T05:30:06Z,112492,4888,555
293,Shortcuts 99.9% coders don't know about!,2022-09-21T16:30:01Z,227109,20758,97
294,Exercise 4: Clock using JavaScript | JavaScript Tutorial in Hindi #51,2022-09-21T11:30:00Z,65542,1897,230
295,This Tailwind CSS Website is Amazing 🔥,2022-09-20T16:30:02Z,117421,11636,50
296,Exercise 3: Solution & Shoutouts | JavaScript Tutorial in Hindi #50,2022-09-20T11:30:01Z,53346,1548,137
297,₹20000000 from Google! 🤯,2022-09-19T14:24:26Z,959599,74924,1450
298,JavaScript Chapter 8 - Practice Set | JavaScript Tutorial in Hindi #49,2022-09-19T11:34:00Z,59658,2026,170
299,This needs to be said!,2022-09-18T08:07:42Z,86933,9020,69
300,Handling Browser Events | JavaScript Tutorial in Hindi #48,2022-09-17T11:30:28Z,83844,3004,264
301,Introduction to Browser Events | JavaScript Tutorial in Hindi #47,2022-09-16T11:42:02Z,73166,2555,221
302,setInterval and setTimeout in JavaScript | JavaScript Tutorial in Hindi #46,2022-09-15T16:30:06Z,78701,2716,192
303,Changing HTML Classes using JavaScript: className and classList | JavaScript Tutorial in Hindi #45,2022-09-15T11:30:16Z,67278,2511,126
304,"insertAdjacentHTML, insertAdjacentElement and insertAdjacentText  | JavaScript Tutorial in Hindi #44",2022-09-15T06:56:41Z,59958,2301,159
305,Instagram Account Hacked?,2022-09-14T19:30:13Z,420595,25653,393
306,HTML Insertion Methods | JavaScript Tutorial in Hindi #43,2022-09-14T15:48:28Z,77542,2789,222
307,Build your First Website the Easiest Way using WordPress!,2022-09-14T09:58:12Z,252901,6679,358
308,HTML Attributes and their methods | JavaScript Tutorial in Hindi #42,2022-09-14T03:30:10Z,81810,2965,172
309,Gazab ki Google Trick 🔥🔥,2022-09-12T16:30:01Z,201330,18695,184
310,"innerHTML, outerHTML and other properties | JavaScript Tutorial in Hindi #41",2022-09-12T12:45:01Z,110322,3212,222
311,620 GBPS ka attack 🤯,2022-09-11T09:20:18Z,160885,17417,137
312,Stock market fraud 😲,2022-09-10T13:31:47Z,245281,24278,165
313,Exercise 3 - Tell me a Joke | JavaScript Tutorial in Hindi #40,2022-09-10T02:30:01Z,77720,2224,251
314,JavaScript Exercise 2: Solution & Shoutouts | JavaScript Tutorial in Hindi #39,2022-09-09T07:28:31Z,77875,2238,187
315,JavaScript Chapter 7 - Practice Set | JavaScript Tutorial in Hindi #38,2022-09-08T15:36:10Z,76881,2825,362
316,"matches, closest and contains | JavaScript Tutorial in Hindi #37",2022-09-06T10:30:04Z,93078,3283,352
317,Searching the DOM | JavaScript Tutorial in Hindi #36,2022-09-05T14:48:00Z,115381,3790,323
318,Table Navigation | JavaScript Tutorial in Hindi #35,2022-09-04T14:34:46Z,100675,3459,272
319,Element only Navigation | JavaScript Tutorial in Hindi #34,2022-09-04T10:02:52Z,98273,3216,169
320,Parents & Siblings of an Element | JavaScript Tutorial in Hindi #33,2022-09-03T14:53:50Z,107062,3494,171
321,Accessing Children of an Element | JavaScript Tutorial in Hindi #32,2022-09-03T05:30:02Z,117527,3702,274
322,Signup & use Wordpress on Dreamhost 💻,2022-09-02T11:30:23Z,39836,2239,35
323,Walking the DOM | JavaScript Tutorial in Hindi #31,2022-09-02T05:30:03Z,145363,4275,231
324,Possible reasons you are not getting the job you wanted!,2022-09-01T06:39:22Z,64130,3678,321
325,Khatarnaak Game 🤯😲,2022-08-31T19:06:08Z,588883,42052,225
326,Personal Portfolio Website + Blog Using WordPress (No Coding),2022-08-30T07:21:30Z,74581,2644,276
327,"Exercise 2 - Snake, Water and Gun| JavaScript Tutorial in Hindi #30",2022-08-29T15:25:28Z,107637,3021,293
328,JavaScript Chapter 6 - Practice Set | JavaScript Tutorial in Hindi #29,2022-08-28T15:45:02Z,119512,3809,393
329,"DOM, BOM & Window Object | JavaScript Tutorial in Hindi #28",2022-08-28T07:21:50Z,166279,5290,258
330,"JavaScript alert, prompt & confirm | JavaScript Tutorial in Hindi #27",2022-08-26T11:30:01Z,131081,4249,251
331,Machine Learning use cases you probably don't know about,2022-08-25T11:54:02Z,109721,6589,375
332,Easy Game Development 🔥,2022-08-23T15:32:20Z,126442,10037,148
333,JavaScript Exercise 1: Solution & Shoutouts | JavaScript Tutorial in Hindi #26,2022-08-21T16:36:08Z,120151,3522,366
334,This Happens on Dark Web 🔥,2022-08-20T11:30:18Z,965889,61597,898
335,JavaScript Console Object | JavaScript Tutorial in Hindi #25,2022-08-19T14:30:00Z,130848,4324,256
336,JavaScript Script Tag | JavaScript Tutorial in Hindi #24,2022-08-18T14:52:15Z,127338,4135,230
337,JavaScript in the Browser | JavaScript Tutorial in Hindi #23,2022-08-17T15:58:25Z,149850,4637,307
338,SQL Injection 💉,2022-08-16T13:32:02Z,181080,15024,134
339,Exercise 1 - Guess the Number | JavaScript Tutorial in Hindi #22,2022-08-15T12:57:00Z,147677,4600,558
340,JavaScript Chapter 5 - Practice Set on Arrays | JavaScript Tutorial in Hindi #21,2022-08-14T14:00:54Z,134488,4518,359
341,"Map, Filter & Reduce in JavaScript | JavaScript Tutorial in Hindi #20",2022-08-13T13:40:30Z,243664,6994,393
342,Killer GitHub Readme 🐱‍👤,2022-08-12T14:30:19Z,98343,8337,55
343,Using Loops With Arrays in JavaScript | JavaScript Tutorial in Hindi #19,2022-08-11T12:00:32Z,189082,6170,381
344,BOTNET: Are you Hijacked? 🤠,2022-08-10T06:21:51Z,135978,10522,84
345,Some More JavaScript Array Methods | JavaScript Tutorial in Hindi #18,2022-08-09T12:00:12Z,186204,6431,485
346,JavaScript Array Methods | JavaScript Tutorial in Hindi #17,2022-08-06T11:30:02Z,194645,5618,335
347,Introduction to Arrays | JavaScript Tutorial in Hindi #16,2022-08-05T13:17:51Z,205156,6040,636
348,JavaScript Chapter 4 - Practice Set on Strings | JavaScript Tutorial in Hindi #15,2022-08-04T13:09:12Z,149497,4844,1015
349,JavaScript String Methods | JavaScript Tutorial in Hindi #14,2022-08-03T11:30:06Z,199713,6212,747
350,Introduction to Strings | JavaScript Tutorial in Hindi #13,2022-08-02T12:49:50Z,211684,7280,1018
351,Quick Resume Trick 🔥💵,2022-08-02T08:00:14Z,125924,12966,87
352,Windows 12,2022-08-01T07:41:42Z,197368,13127,150
353,JavaScript Chapter 3 - Practice Set on Loops and Functions | JavaScript Tutorial in Hindi #12,2022-07-31T11:29:47Z,201562,6225,551
354,Functions in JavaScript | JavaScript Tutorial in Hindi #11,2022-07-30T14:54:13Z,293822,8142,461
355,While Loops in JavaScript | JavaScript Tutorial in Hindi #10,2022-07-29T11:30:10Z,217334,6374,1071
356,This VS Code Extension will replace Postman 🔥,2022-07-29T06:53:10Z,89734,3275,262
357,For Loops in JavaScript | JavaScript Tutorial in Hindi #9,2022-07-28T11:30:06Z,353533,8930,825
358,JavaScript Chapter 2 - Practice Set on Operators and Conditionals | JavaScript Tutorial in Hindi #8,2022-07-27T11:30:08Z,265989,8201,1602
359,Redis: This can change your Database Game - Here how!,2022-07-25T16:58:54Z,67299,2756,239
360,Conditional expressions in JavaScript | JavaScript Tutorial in Hindi #7,2022-07-24T11:30:20Z,368755,10780,2394
361,JavaScript Operators and Expressions | JavaScript Tutorial in Hindi #6,2022-07-23T12:36:35Z,426661,11818,1614
362,Unboxing a coder’s dream monitor | Mast hai ye 😍😍,2022-07-22T18:05:50Z,294364,9636,665
363,JavaScript  Chapter 1 - Practice Set | JavaScript Tutorial in Hindi #5,2022-07-20T11:30:12Z,426625,13650,1381
364,Primitives and Objects in JavaScript | JavaScript Tutorial in Hindi #4,2022-07-19T11:30:14Z,479019,13903,954
365,"const, let and var in JavaScript | JavaScript Tutorial in Hindi #3",2022-07-17T11:30:03Z,550826,17194,1140
366,Variables in JavaScript | JavaScript Tutorial in Hindi #2,2022-07-15T16:20:08Z,796470,23325,1826
367,Introduction to JavaScript + Setup | JavaScript Tutorial in Hindi #1,2022-07-14T13:31:12Z,2045045,56792,6097
368,Ultimate JavaScript Course - Announcement 🔥,2022-07-13T06:46:56Z,137014,16153,2418
369,Hate PHP? | Where php Shines 🌟,2022-07-12T08:43:06Z,136660,10608,106
370,An Innovative way used by Hackers!,2022-07-06T06:27:19Z,1412838,117680,959
371,Unix & C,2022-07-02T18:05:04Z,77894,5100,155
372,Should you use a secondary editor? | UltraEdit review,2022-06-30T15:42:23Z,34191,1441,208
373,I almost got Hacked! 🐱‍💻😲,2022-06-30T11:32:30Z,1616531,127156,972
374,Finding Best Selling Products Using Public User Reviews & BrightData,2022-06-29T14:45:01Z,27746,1254,143
375,Time Saving Microsoft Edge Feature 🔥,2022-06-28T07:50:00Z,181216,13921,132
376,4 Amazing Facts About Steve Jobs,2022-06-27T05:30:23Z,113808,10280,106
377,Displaying All products in a Material UI Table | NextJs Tutorial for Beginners #79,2022-06-26T16:13:41Z,25575,529,128
378,Github Copilot ka Dhoka 😅,2022-06-25T17:28:19Z,77771,4248,98
379,Creating a Form for Adding Product | NextJs Tutorial for Beginners #78,2022-06-25T11:30:12Z,12766,340,84
380,Populating pages with pages from the template| NextJs Tutorial for Beginners #77,2022-06-24T14:43:03Z,12972,485,109
381,Creating Pages for the Dashboard | NextJs Tutorial for Beginners #76,2022-06-23T12:23:14Z,11826,404,125
382,Conclusion & where to go from here | Portfolio Website + Blog Using Sanity.io #13,2022-06-22T05:30:14Z,23443,630,155
383,Adding NavBar Component & Other UI Fixes | Portfolio Website + Blog Using Sanity.io #12,2022-06-21T05:30:02Z,15975,365,106
384,Adding multiple profiles to our Portfolio | Portfolio Website + Blog Using Sanity.io #11,2022-06-20T06:34:32Z,14407,440,98
385,Ultimate Docker Crash Course: Learn Docker within 30 Minutes!,2022-06-19T11:30:12Z,105103,3563,347
386,Run VS Code on Mobile Phone For Free 📲,2022-06-17T11:30:30Z,170652,7215,395
387,A closer look at GROQ | Portfolio Website + Blog Using Sanity.io #10,2022-06-16T06:35:05Z,11988,360,82
388,The Love ♥ for C 💻,2022-06-15T05:14:43Z,419377,33021,210
389,Fetching Blog Template for our Project  | Portfolio Website + Blog Using Sanity.io #9,2022-06-14T06:11:18Z,13797,404,103
390,Microsoft shutting down... ⚔⚔⚔,2022-06-13T16:23:43Z,233452,16435,646
391,Creating a Blog Page | Portfolio Website + Blog Using Sanity.io #8,2022-06-13T06:30:40Z,14753,506,94
392,A Side Project 💻⌨🖱,2022-06-12T05:12:53Z,228866,18821,64
393,Creating Dashboard for Codeswear.com | NextJs Tutorial for Beginners #75,2022-06-11T15:30:05Z,18960,488,100
394,Fetching blogs in our homepage | Portfolio Website + Blog Using Sanity.io #7,2022-06-11T05:30:18Z,13797,380,73
395,Adding Template to our Next.js project | Portfolio Website + Blog Using Sanity.io #6,2022-06-10T07:07:37Z,13660,426,64
396,No Degree 🎓,2022-06-08T17:30:54Z,182964,12933,90
397,Connecting Next.js app with Sanity.io | Portfolio Website + Blog Using Sanity.io #5,2022-06-08T05:51:34Z,20432,503,104
398,Creating a Next.js app for Frontend | Portfolio Website + Blog Using Sanity.io #4,2022-06-07T07:41:18Z,26884,801,96
399,Windows 9 - The Mystery OS  🔥,2022-06-05T14:35:39Z,713420,40673,269
400,Adding Rich Text to Blog in Sanity | Portfolio Website + Blog Using Sanity.io #3,2022-06-04T14:30:09Z,22264,629,125
401,Game changing AI 🤖,2022-06-03T18:10:53Z,1034413,109572,776
402,Building Tic Tac Toe on iPhone 13 Pro Max Challenge (Multiplayer Game) 🔥,2022-06-03T05:30:20Z,46819,1737,197
403,Creating Content Structure for our Portfolio Site | Portfolio Website + Blog Using Sanity.io #2,2022-06-02T14:58:39Z,33226,968,162
404,Introduction to Sanity.io | Portfolio Website + Blog Using Sanity.io #1,2022-06-01T15:16:32Z,98962,3025,364
405,An Old Player of Programming Languages,2022-06-01T05:30:33Z,140237,11143,100
406,52 Years Old Code!,2022-05-30T05:42:12Z,1186434,76980,289
407,Lets Build an Action Game Using JavaScript with Kaboom.js 💥 (from scratch),2022-05-28T12:54:15Z,79870,3685,624
408,First Computer Game,2022-05-25T18:30:15Z,137986,9130,200
409,null vs NaN in JavaScript,2022-05-24T17:56:54Z,60256,4900,56
410,Deploying Codeswear.com to DigitalOcean | NextJs Tutorial for Beginners #74,2022-05-23T07:42:45Z,26470,606,223
411,Index starts with 0 & not 1 - But why?,2022-05-22T17:00:07Z,117518,11705,85
412,Deploying our Strapi app to Digital ocean | Strapi Tutorial #10,2022-05-22T15:39:30Z,25024,460,83
413,Creating Forgot Password Page | NextJs Tutorial for Beginners #73,2022-05-22T06:02:32Z,16689,473,95
414,Microsoft Azure Developer League - An amazing platform from Microsoft for cloud computing,2022-05-21T14:11:18Z,31573,1556,119
415,Adding Order Success Page | Strapi Tutorial #9,2022-05-21T11:30:08Z,14624,292,92
416,Creating MyAccount Section for CodesWear | NextJs Tutorial for Beginners #72,2022-05-21T05:33:40Z,12621,340,65
417,PinCodes json + avoiding non serviceable Locations | NextJs Tutorial for Beginners #71,2022-05-20T11:36:01Z,11498,354,93
418,Adding a payment gateway + Order success page | Strapi Tutorial #8,2022-05-20T05:30:42Z,22448,469,65
419,Creating a Python based email marketing bot on Replit 🔥,2022-05-19T05:30:11Z,44627,1783,193
420,Displaying out of stock items | NextJs Tutorial for Beginners #70,2022-05-18T11:51:17Z,14662,311,90
421,PayTM checksum Tampering check | NextJs Tutorial for Beginners #69,2022-05-18T05:14:19Z,14965,416,52
422,Python Comics 💬💥💨,2022-05-17T16:30:05Z,84159,6294,60
423,Showing Sidebar only for few pages | NextJs Tutorial for Beginners #68,2022-05-17T08:06:18Z,16852,364,106
424,"Creating Myntra Clone using HTML, CSS & JavaScript",2022-05-15T05:30:06Z,411795,10565,434
425,99% Python developers will get confused!,2022-05-14T17:00:08Z,223310,11887,251
426,Are Cracked Softwares Safe?,2022-05-13T17:00:07Z,208976,15317,250
427,5 Common Hacking Techniques,2022-05-12T17:00:15Z,841108,81479,719
428,"Improving frontend: Adding Home, About & Contact | Strapi Tutorial #7",2022-05-12T07:00:54Z,29085,579,127
429,How to confuse a Python Developer?,2022-05-11T17:00:09Z,519893,24588,646
430,"Creating a Cart, Checkout and Buy button | Strapi Tutorial #6",2022-05-11T06:38:23Z,28117,585,128
431,Windows for Free?,2022-05-10T17:00:30Z,431174,30721,106
432,What are Environment Variables | Hacking?,2022-05-10T05:47:55Z,43948,1855,160
433,Official Python Song 🎶🎵🎼🎹🎧,2022-05-09T17:00:27Z,102892,7352,79
434,Displaying products on our products page | Strapi Tutorial #5,2022-05-09T05:30:23Z,32366,564,128
435,Google for sale! 😲,2022-05-08T17:00:21Z,1634321,101810,559
436,"Creating a Calculator using HTML, CSS & JavaScript",2022-05-08T06:13:09Z,575051,14408,598
437,The end of JavaScript 🤔,2022-05-07T17:00:26Z,161345,13155,488
438,Creating a Next.js E-Commerce app with strapi | Strapi Tutorial #4,2022-05-07T05:30:35Z,34877,702,100
439,Stop Using React!,2022-05-06T17:00:09Z,223127,13399,159
440,Project: Creating Ecommerce application with strapi | Strapi Tutorial #3,2022-05-06T05:30:55Z,34403,794,164
441,My favorite JavaScript Library!,2022-05-05T17:00:27Z,71495,7042,83
442,Installing PostgreSQL & Connecting to Strapi | Strapi Tutorial #2,2022-05-05T05:30:13Z,41514,826,167
443,Stop using console.log(),2022-05-04T17:08:22Z,83871,8733,89
444,Top Websites To Find Hackathons With Big Prizes!,2022-05-04T06:26:57Z,60941,3631,181
445,Python Programming and snake 🐍,2022-05-03T17:00:33Z,68573,4786,45
446,Complete Full Stack Web Developer Roadmap (2022 Edition),2022-05-03T05:30:06Z,1316274,58047,10203
447,The Money Making Programming Language (Atleast for me)!,2022-05-03T05:30:04Z,66989,4164,600
448,How many programming languages are there?,2022-05-02T17:00:08Z,294230,18078,107
449,Introduction to Strapi | Strapi Tutorial #1,2022-05-02T05:30:01Z,147946,4355,561
450,World's first Programming Language...,2022-05-01T17:00:05Z,187513,11096,96
451,How to get highest package in college?,2022-05-01T05:30:53Z,341516,18915,887
452,A Programmer's mistake....,2022-04-30T17:07:16Z,846697,62763,340
453,Python Project: Tic Tac Toe Game in Python 🔥,2022-04-30T05:30:01Z,233471,6048,875
454,PHP: Not a programming language,2022-04-29T17:00:34Z,232020,17481,77
455,🚫 Don't buy a MacBook 😢,2022-04-29T04:54:55Z,313635,17580,2432
456,5 Extremely Bad Python Habits,2022-04-28T16:14:50Z,95802,9337,100
457,Coding mein bug ko bug kyu kehte hain?,2022-04-27T16:16:12Z,252699,21942,106
458,Horizontal vs. Vertical Scaling - Learn Now!,2022-04-27T05:39:27Z,39946,2178,323
459,What exactly is JamStack?,2022-04-26T11:30:00Z,21603,1468,148
460,Top money making skills in web development 🔥,2022-04-25T11:30:06Z,164304,8048,898
461,Your Future in Web Development... (The Truth),2022-04-23T11:30:00Z,698819,25453,956
462,"Creating a landing page using HTML, CSS & JavaScript 🔥",2022-04-22T11:30:14Z,169965,4933,358
463,Data Analysis on House Pricing Data using MongoDB Aggregation Pipelines,2022-04-21T11:30:02Z,33330,873,80
464,The most Profitable Skills in Coding!,2022-04-20T12:49:24Z,493843,56586,1040
465,Kya Web Developer ko Graphic Designing seekhni chahiye?,2022-04-19T13:25:55Z,57070,3612,409
466,PyMongo Tutorial & Connecting to a MongoDB Atlas Cluster Using Python,2022-04-17T14:30:06Z,44985,1440,267
